patient_id	mirna_feature_000	mirna_feature_001	mirna_feature_002	mirna_feature_003	mirna_feature_004	mirna_feature_005	mirna_feature_006	mirna_feature_007	mirna_feature_008	mirna_feature_009	mirna_feature_010	mirna_feature_011	mirna_feature_012	mirna_feature_013	mirna_feature_014	mirna_feature_015	mirna_feature_016	mirna_feature_017	mirna_feature_018	mirna_feature_019	mirna_feature_020	mirna_feature_021	mirna_feature_022	mirna_feature_023
SYN-00108	3.4357276	4.0688543	3.8270226	4.552518	4.451163	5.74339	3.7622986	3.8712986	2.574705	3.7466664	4.9356236	5.622878	4.114797	4.359657	3.640366	4.367451	5.2363014	5.4200006	3.5065782	4.035588	3.6871626	3.635324	4.5943394	5.025094
SYN-00109	4.324395	4.5423574	4.397799	4.093361	3.2399094	4.2654395	4.0987315	4.4565554	4.136671	4.246238	4.5860524	3.9014738	3.8759663	5.2099004	5.1058865	3.7398076	4.2533813	4.0004845	4.512492	4.3228292	3.730675	4.5592847	2.6972485	4.0327435
SYN-00110	4.9992366	4.0229697	3.7779174	3.395667	4.136354	4.385882	5.982482	4.2919273	3.9294388	3.4867094	3.6581771	3.7521873	6.0382605	4.1427464	3.9130735	4.090966	4.701734	4.0422444	4.7153425	4.3891416	3.5967233	4.8814273	4.8382096	3.6426456
SYN-00111	4.1498017	3.9969919	1.1374199	3.5924072	4.1404343	2.3118258	4.47801	3.7943027	1.0794113	3.1482408	3.5725076	2.3118868	4.071777	3.7105215	1.4937756	4.59549	4.6658373	2.9238834	3.8866491	3.5543053	1.4850273	3.6573315	4.099832	3.998602
SYN-00112	4.363698	3.6162417	1.5361378	5.50465	2.4852154	4.1377935	4.974408	3.4628031	0.37675524	4.0824285	4.1225066	3.984951	4.462654	2.1319928	1.2184801	4.558024	3.971364	4.3602753	5.3995123	3.2169268	2.247719	5.3730745	3.6665936	3.866685
SYN-00113	2.227983	3.8790655	3.822757	5.094534	4.6807942	3.065205	2.0364213	3.7066014	2.8293042	4.4521523	4.2009315	3.5685005	2.534614	3.7500646	5.4911995	3.4384243	4.4916697	3.7233214	2.0810552	3.373744	3.139772	4.1890926	4.609309	2.9734068
SYN-00114	4.0583377	6.2374163	3.4067488	4.411379	1.9421844	4.8241377	4.267335	5.68087	5.0001936	4.783908	2.4689994	3.9592702	4.3393683	5.6662874	3.5656147	5.822099	1.920681	3.7656481	3.6630569	5.311049	3.4963896	5.5704103	2.9639363	3.718028
SYN-00115	4.9992614	4.3465023	5.6297255	4.623741	3.4935908	1.6310518	3.8497493	3.9253764	5.2715263	3.5375748	3.5757864	1.4321828	5.5725517	5.692361	6.6418915	4.1782794	4.2421765	1.2427969	6.074012	4.4017572	5.489405	3.238815	3.2609909	2.114254
SYN-00116	1.9611375	4.189329	2.72852	4.952192	3.8058202	4.760181	3.2769349	5.3640766	5.2778664	5.478494	4.0039864	4.1607256	2.4715145	4.367019	2.9340835	4.463315	2.6585422	5.0858784	2.1866825	4.9976745	4.299355	4.396498	3.968277	3.8228374
SYN-00117	2.509286	2.2112622	5.4488173	4.648127	3.4678826	4.665941	2.4861226	2.6847553	4.393379	4.678844	3.8328042	4.358584	3.343659	3.1716034	4.8424683	5.3097267	3.6926312	4.990321	3.6344106	3.579816	3.7893977	4.609789	3.9627423	4.826996
SYN-00118	3.973231	5.5592184	3.669016	3.8333347	3.614166	4.050609	4.9019876	4.5336576	3.0809913	2.9790034	3.761463	4.704631	5.6351438	4.8135386	2.4892507	3.4699748	4.331793	3.209979	4.4701385	5.102667	3.9701684	2.770842	4.771747	4.02918
SYN-00119	2.3380888	2.520912	4.491237	5.158928	4.0902605	3.1632044	3.6015372	1.5281999	3.4627435	5.3856487	4.39778	3.9147673	2.3902278	2.6655376	3.9672785	5.2368865	3.9720767	4.567778	2.8536258	1.1336746	5.321301	5.7682953	4.7486486	3.3785598
SYN-00120	4.3036957	4.93642	3.450992	4.080727	5.118628	3.9197826	2.8318698	3.8613777	2.5135598	3.0015938	6.111493	4.372697	2.9536023	5.0115066	2.830739	4.076617	5.6734858	5.0111675	5.132576	4.464737	3.872528	4.516672	4.5309362	4.625701
SYN-00121	4.0915465	5.3018823	4.3700128	2.6591308	6.024235	4.667968	3.7143114	4.217654	3.4562485	3.1886945	4.874201	5.308923	3.2933364	4.8938217	5.1452484	2.7638278	6.251689	5.5244746	3.1449866	4.774645	4.0808754	2.4209342	5.1648617	5.6752424
SYN-00122	4.369911	3.9820096	4.787634	3.7401686	5.143547	4.235529	5.0259233	4.6811047	4.445011	3.887699	4.5826025	3.9366877	3.8186736	4.0104127	4.829617	2.8872206	4.783691	4.7716265	4.835395	4.581126	4.1730747	2.3339815	3.9697266	3.6306348
SYN-00123	5.676942	1.5317402	3.2649593	3.1963363	4.614077	4.0952783	5.27886	3.8197768	3.2616765	2.1543345	5.0912004	3.4552689	5.3177843	3.8641303	2.3141756	2.8171253	4.4796047	3.066733	4.848204	5.334426	3.2451315	3.6561656	4.618659	4.473505
SYN-00124	3.492894	1.8267777	6.303892	4.646101	3.1507044	4.179139	3.9531715	2.0535884	7.166359	4.278342	3.626415	3.6069007	3.2627854	2.9205296	7.368197	4.0266123	3.5395975	4.255951	3.4324708	3.585987	6.566196	3.604318	3.4379408	3.2910194
SYN-00125	5.9504657	4.099297	2.5670726	3.7079387	5.5140886	4.922256	5.38602	3.439546	3.0480275	3.9015949	5.009656	5.118505	4.94127	4.6105337	2.569408	3.4985843	5.5925903	6.208125	5.797192	3.6786299	3.1698008	3.1006947	6.060927	5.0854993
SYN-00126	6.989323	2.9017804	2.9518194	3.3745668	3.2629058	4.1672053	6.126583	3.98627	2.273552	3.7907965	5.1149645	3.4278083	4.6531415	2.1895785	2.4360461	4.1895165	3.9201703	4.4533987	5.132612	3.605285	3.1341186	2.7810836	3.7456634	3.905474
SYN-00127	4.8759093	4.124454	2.915125	2.751712	5.1933217	4.239	5.746798	4.7685184	3.0670319	3.5366368	4.8073983	4.3600297	4.910268	2.8753953	3.1171021	3.607433	4.1219363	4.8303194	5.7454534	3.7752476	2.4923244	2.9354806	5.032998	4.2854896
SYN-00128	6.5317516	2.861088	3.3344111	4.8159804	3.3895898	5.5123587	4.7558503	2.7512636	4.2132316	5.5858417	3.5263393	5.280221	4.3955407	3.021316	3.5297947	5.1235375	3.8404431	5.328955	5.9388585	2.8595972	2.9978151	5.6913743	5.1578164	4.602463
SYN-00129	4.3396387	5.697015	4.0113	4.849432	4.6103897	6.242922	4.8957334	4.51074	2.2109241	3.3645294	3.7393165	6.5787544	4.3647113	5.5185795	3.41013	3.8690324	4.765861	5.869742	5.0722857	5.7789044	2.76811	3.9312646	4.9102993	6.3632708
SYN-00130	5.3684387	3.8542962	5.000667	4.938836	3.4756658	4.83479	3.759454	4.063686	4.307644	4.544342	3.2858229	5.3873243	3.7559717	4.3289504	2.5332212	4.417292	3.165506	5.2643366	4.7762237	4.804542	4.019702	4.5138235	3.5936055	5.508499
SYN-00131	4.6480203	6.042234	5.935701	5.312665	2.6744032	2.629619	5.1266584	5.7659783	5.9274178	3.8099499	2.721942	3.188272	5.2222576	7.00766	6.4661837	4.207889	2.866197	2.3975449	5.4822373	6.4017153	5.2062974	4.237538	2.6608334	2.5423334
SYN-00132	5.5204163	5.7485266	5.3991456	4.1950593	3.7361898	4.256659	5.1151257	5.641027	5.4566307	3.912059	3.9696474	4.1719036	4.8856826	5.337387	5.3348618	3.0971274	4.279277	3.7197495	4.8853745	5.2729506	5.285949	4.487661	3.50204	4.984042
SYN-00133	3.9211285	2.6436977	1.9336395	0.81930685	3.8922508	4.321566	4.7185817	2.4586687	2.9491873	1.6249683	2.9157484	2.9857798	4.8113217	2.492909	1.2077999	2.5315409	3.406148	4.3626122	5.3285127	1.8149116	2.3866944	0.6042659	3.2851932	3.406162
SYN-00134	4.7949457	4.164853	5.2046213	3.4643188	3.5126538	3.2536132	5.2343464	4.4177694	4.7446103	4.011585	3.99898	3.7615166	4.5314665	5.044237	5.0402975	4.2742677	3.4279103	2.718421	5.1068077	3.8347518	5.803109	3.5301976	2.8507984	3.397699
SYN-00135	3.7898767	4.2968993	3.6740396	3.2706008	2.3074398	2.7337286	4.236427	4.311081	2.9761722	4.298783	3.605553	4.2891846	4.293997	4.534637	2.6950696	3.4966652	3.3530478	2.9829233	5.3696995	3.7832885	2.0709953	3.983261	2.9354463	3.0139518
SYN-00136	5.032676	4.147374	4.6390057	3.9785717	2.8920486	4.517995	5.2586646	4.5038414	3.2254927	3.2784135	3.370961	5.161464	4.79128	4.6932325	3.7013073	2.843776	3.3359973	5.4908814	5.7384295	4.9025664	4.7452135	3.11192	3.7845714	5.037926
SYN-00137	2.8607144	4.653648	4.646828	4.587975	5.8155074	4.185885	2.7366862	3.1123705	4.8314934	5.2300057	5.1626534	3.8286471	3.405311	2.437191	4.45153	4.54053	5.5636854	4.212608	2.8462915	2.7427874	4.5483184	5.1399326	5.382061	4.434388
SYN-00138	3.0955143	4.35948	4.4208183	3.635724	4.0699744	4.5063987	2.6855502	4.049812	5.214484	3.6409283	3.7742555	5.593941	3.4943516	3.802362	4.5744033	4.352883	3.8098636	4.74817	3.7301114	5.0911407	4.3495884	3.4992151	4.0621533	4.8595443
SYN-00139																								
SYN-00140	5.449807	4.1461253	2.7658958	6.0036945	2.195631	4.6167364	6.279721	4.612281	2.6835713	4.716225	3.4582582	4.079434	5.589569	3.7038994	2.7168484	6.0954313	2.8472505	4.7792916	6.2287884	4.305657	3.4166508	4.582505	2.4005947	4.2386484
SYN-00141	5.4851565	5.292201	4.436051	5.1641874	3.2716942	4.5160832	5.0266757	3.658805	5.6486773	4.213937	4.856187	4.5171804	6.36573	4.0766926	3.982486	5.2007656	3.6076005	5.0011005	6.3738947	4.584263	4.764327	4.953204	3.8120525	4.957348
SYN-00142	2.654217	5.806668	2.4593086	5.520653	4.26266	3.4438481	2.427122	4.1150913	2.6918964	6.052085	4.1285834	3.1190114	3.4382699	5.429578	4.0086775	5.4335785	4.0036654	4.071621	2.9623199	4.2324657	2.9633853	5.172908	4.5817676	3.6079054
SYN-00143	4.6443095	3.3833754	4.3704367	3.2998595	2.5042655	3.7427967	4.0217266	2.9417973	3.9551237	3.3465838	2.1456454	3.651495	2.929007	3.417247	3.7820272	3.7506342	2.9882264	3.7303467	3.4959838	2.8035898	4.541667	4.4315996	2.4489348	2.6133962
SYN-00144	3.4765255	4.5082173	4.104952	4.091686	4.4573703	5.7918596	4.1559	4.950782	4.1819596	3.3732996	4.2877626	6.2147994	4.177351	3.9993925	3.4261434	3.280761	4.010189	6.9476423	3.1215668	3.8806386	3.781415	4.4219756	3.6727912	6.1406207
SYN-00145	3.51835	0.755908	3.166477	3.2008219	4.5175557	5.3093867	4.2236657	1.4019904	2.5948296	3.307375	6.490605	5.8875585	3.5296702	1.6060998	3.5321467	4.7073555	5.5593667	5.386647	3.5968575	0.8801236	2.6734407	3.9484766	4.8000674	6.240466
SYN-00146	3.0130355	4.7920094	4.331791	3.0609155	4.240007	4.0597987	3.1223664	3.5845897	4.4206114	3.7203946	4.064253	4.7813635	3.4710784	5.245609	5.0988226	2.961783	4.1377754	4.7714252	4.515368	4.0470448	4.5894513	2.6089165	4.3840823	3.740212
SYN-00147	1.9632001	4.8386045	5.359211	3.4975436	4.139659	4.6326137	2.737413	4.4678407	5.73362	2.8712213	4.326227	4.0545635	3.5419679	3.9324293	6.087824	1.406749	4.1434765	4.83608	2.275649	2.8090134	4.9297657	1.9767976	3.6517217	4.2286744
SYN-00148	6.2491302	4.310746	3.7815692	3.6188884	5.115834	5.595413	4.9393277	3.1932275	4.195786	4.49053	5.2786636	5.684736	6.625697	4.243841	3.4030633	4.0360885	5.5713716	6.49066	4.7722864	2.4356217	3.6711488	4.163524	5.7986193	6.2860727
SYN-00149	4.3972106	4.896224	3.2713962	3.8040743	5.81527	4.3635373	5.377377	5.0466585	3.7144942	3.8817205	5.8096566	5.0085726	4.649694	5.3371596	4.183866	3.1328094	5.224982	5.6198187	4.250213	5.8243737	4.2059717	4.420297	5.2306056	5.419228
SYN-00150																								
SYN-00151	3.1119666	6.2405357	4.5759706	5.655594	5.1139545	2.9536316	3.191467	4.785953	4.255659	3.9865918	4.5664535	3.4620159	2.5109417	6.5915403	4.891814	3.4313414	4.2020717	4.0168095	3.5466332	5.385711	4.5811453	4.867593	4.1485386	3.387239
SYN-00152	4.6295915	3.4645114	3.192655	3.737385	4.2682247	3.99288	5.1420903	2.5038385	2.046947	3.8332117	3.553917	3.9938316	4.361126	3.3177447	4.39202	3.0030475	3.4512694	3.3408184	3.3037121	2.920373	3.8769515	3.6892242	3.527447	3.7046623
SYN-00153	4.874185	6.7730536	3.4653134	4.5801105	3.25607	5.4079747	2.808062	6.0192413	3.690716	4.4253244	4.0141945	5.709115	4.2695117	6.4828815	3.1242466	4.45265	3.1305737	5.2723684	4.339374	5.495347	4.4530563	5.1372156	3.3086843	5.158696
SYN-00154	2.424427	4.8292904	4.3317385	4.5260463	2.9039755	3.2784188	2.7904162	4.5136557	3.4830523	4.654477	3.147364	3.1138587	2.539621	5.220755	4.093105	3.6210816	2.3688831	3.58362	3.3063052	3.9683065	4.936734	4.145582	3.4839673	3.4794426
SYN-00155	6.356604	1.315026	3.7365527	4.3030796	5.243471	4.666985	4.8682804	2.8193936	3.7129345	4.0848207	6.945813	6.205142	5.0084577	2.4202695	3.913746	5.489816	5.6626253	5.036045	5.3424735	3.12144	3.3101568	4.609698	4.6272	5.5031595
SYN-00156	5.0002165	4.164695	5.088216	3.5011067	4.345135	3.5676756	6.099488	4.1076655	3.8546228	3.0708022	4.4269233	3.6400924	5.1880636	3.4556036	4.377216	4.2822	4.665881	4.3902116	5.137178	3.7271209	3.663948	2.927246	3.1127048	3.3791115
SYN-00157	3.5582318	5.331039	3.8891778	2.9656544	3.320566	5.5416694	3.8951674	6.0353575	3.4700844	3.67857	2.7105882	5.8012705	3.831218	4.671486	3.5550363	3.472624	2.7612934	5.2727146	3.0682502	4.2094254	4.875432	4.0702667	3.3902593	4.7103653
SYN-00158	3.8756764	3.211195	2.3662696	4.642314	3.9227443	4.574204	3.1058419	3.7190075	2.5865688	5.7970862	3.8082635	4.619538	4.3651795	2.5662298	2.3095722	5.5467253	3.4538865	4.329509	5.100647	3.4374843	2.5910819	5.56532	4.1253247	4.7510424
SYN-00159	2.756496	5.2331853	4.5349584	5.8393135	5.7041693	2.8187678	3.7319212	5.2766085	3.8301482	5.762806	4.4393134	2.542019	3.2172866	4.8530827	4.1340475	5.663418	4.8681707	2.4280019	3.1038585	6.3006363	3.3279614	6.209306	4.942386	2.6658947
SYN-00160	3.9718792	5.555899	4.0931993	3.6541758	5.0517216	5.054113	3.9397786	5.171153	3.3723357	2.8618684	4.1883593	4.2367754	3.2694347	5.7550774	4.463524	2.6831074	4.2301364	4.981672	3.3844366	5.073202	5.2495475	3.7287016	3.610359	4.703759
SYN-00161	4.068172	4.5801477	2.6537628	4.782897	3.027888	5.2786756	5.094517	4.737751	2.1643503	5.2116356	2.698995	5.328217	3.8088465	3.368668	1.4891138	6.446142	3.8637311	4.4791846	4.218679	4.0763283	1.4457865	4.803741	2.873392	5.566434
SYN-00162	1.5260541	3.61276	3.3224907	4.0245376	3.680614	4.9148874	2.146852	4.1798058	2.5373235	4.688322	3.9394414	4.235511	1.6775045	3.9961379	3.5791798	5.8351126	2.832672	4.5174007	3.811812	3.2478106	3.4346778	4.0261173	3.1633859	4.6285415
SYN-00163	5.6996374	3.8614547	3.5266798	3.3107557	3.1003373	5.5963554	6.063864	4.261236	3.9069517	3.9044428	4.0538473	4.626401	6.106557	4.771826	2.2644873	3.8734462	2.5373423	5.0422344	6.2350087	4.504846	2.5536044	3.741028	2.6119795	4.9938493
SYN-00164	4.2269254	5.0859036	3.2382212	2.4778223	3.0937295	3.7719073	6.1673565	4.781209	3.4666994	1.8903868	3.7009468	3.4555154	4.0038447	4.2243853	2.4341063	0.5245273	2.9193356	3.5268533	3.7356496	4.6782665	1.5380907	1.7845805	4.1418085	3.4917223
SYN-00165	3.2890124	2.3081403	3.8855202	5.463477	1.364084	3.6821373	3.1703954	2.917365	3.6646662	4.146047	2.4596505	3.9020875	2.6683965	3.0065844	3.4476426	4.4121723	1.857038	3.080613	2.971408	2.970282	3.3065672	4.7083035	3.3035703	3.268266
SYN-00166	5.0648937	0.7874167	3.9968247	4.909024	2.9618027	5.38685	3.9635386	1.148166	3.2550297	3.768015	4.728125	5.931365	4.896895	1.816544	3.765267	5.0956717	4.230604	6.2611237	5.0268865	1.9432771	3.88737	4.7346926	4.0475535	5.2345934
SYN-00167																								
SYN-00168	3.1106663	4.0501404	5.3646626	2.4968834	3.6368322	2.3484397	2.1193633	3.771774	4.9640326	3.378929	3.1167188	2.7233424	2.8838174	3.27363	5.343055	3.0157235	3.4805174	3.6347423	2.881805	4.7401943	5.053711	2.4116635	4.6571774	1.9097304
SYN-00169	5.5947185	4.1654215	5.7969713	5.033999	3.2439904	3.812354	5.287249	4.6499004	4.8379264	4.8565474	3.3933678	4.3496385	5.058203	4.7472177	4.9521217	4.790039	2.6819544	4.6891465	5.803998	4.6870327	4.3340883	5.1419315	3.3746789	3.6458244
SYN-00170	3.3854673	4.7166653	5.3415766	6.829956	3.1694438	4.9866743	3.6749458	4.795613	5.1054564	5.9525394	3.6550555	5.30179	2.1886933	4.660209	5.7246776	6.7740192	3.192225	5.0304313	2.5155754	4.593564	4.559818	6.03277	3.0747313	4.8163443
SYN-00171	4.491355	2.961554	3.708783	4.1829424	2.8897595	4.41855	6.0497026	3.471306	3.8402977	4.8300614	2.9371479	4.464502	5.762432	2.237457	3.8221714	4.9200535	3.6786194	4.5257435	5.116962	3.065553	4.917951	5.7606516	3.028535	4.214185
SYN-00172	3.5733905	3.5875454	3.4369547	3.3821046	4.446245	4.155477	4.2654004	4.422821	3.049776	2.23171	3.120276	3.051878	3.4863997	4.1411576	2.7726998	4.3127413	4.394013	3.4097738	3.5101206	4.6035137	3.1468644	4.4679217	4.7942452	4.224447
SYN-00173	2.9795265	3.4930367	3.3804038	3.476206	3.397718	4.3789907	2.549391	3.8320298	5.0042	4.464146	2.7674973	5.706003	3.4956489	2.8605907	4.531801	4.3569174	2.9977045	4.2121124	2.8547945	3.8837662	3.8802214	4.6477857	4.694992	4.2153535
SYN-00174	4.051179	3.3082004	5.496745	3.2357202	3.3164036	4.9349227	4.860727	3.0927749	5.3887644	3.3127172	4.3682523	4.763927	3.1320143	2.1923537	4.496133	3.1598074	3.6167133	5.026806	4.244206	3.3606741	5.0790296	3.5633388	4.248265	5.1501265
SYN-00175	3.377881	6.0501533	0.6938529	0.87132573	4.630368	2.8537846	3.1430776	7.4281597	2.37675	1.3195353	3.674594	2.5590394	2.7999578	5.973411	0.76765895	1.5390444	3.9115853	1.5975096	2.1585937	5.457302	1.8659272	0.5150826	4.3780384	2.883573
SYN-00176																								
SYN-00177																								
SYN-00178	3.6478107	3.469111	4.561976	4.879026	3.5417337	5.0130234	4.5820293	2.413272	3.3262038	4.7286644	3.7574768	4.8554173	5.3027744	1.0352051	4.577884	5.326857	4.152276	4.269884	3.722893	1.7434578	3.8190928	4.298369	4.544533	4.329321
SYN-00179	3.2785378	4.0660543	4.906706	4.587969	5.272997	2.9777117	3.8096075	4.477928	5.2409024	4.1200986	4.5116568	2.0525293	4.0786824	3.7306404	4.9636745	2.958583	4.5857167	2.2977667	4.102401	3.7367918	4.489719	3.1825104	4.285585	2.6413941
SYN-00180	4.1719527	1.4671779	4.1266623	3.158673	4.652367	3.5845435	5.0866995	2.2371597	3.397401	4.3220296	4.5023723	2.6768665	4.9044566	1.7811146	3.8472445	2.9129958	4.3590565	3.3950548	3.4076562	1.9933624	3.6488867	3.148354	3.7835166	3.6711383
SYN-00181	5.395723	4.2530184	3.0628974	2.4625711	3.8822877	4.5420313	7.135625	4.200728	3.1449544	2.2582889	4.495311	3.533944	5.8618555	3.001998	3.4241593	1.6282794	4.072797	4.248329	6.535071	3.3805206	3.7362177	2.367683	4.170407	2.6874874
SYN-00182																								
SYN-00183																								
SYN-00184	4.90677	7.4329557	3.920156	2.3013632	1.8552656	5.5642605	5.056352	7.106866	4.5980105	2.0995636	3.423661	6.1577544	3.9518387	6.1607	4.6316175	2.996498	2.7613363	6.366832	5.6344337	6.888056	4.811439	1.9754171	2.250122	5.9432344
SYN-00185	3.030193	4.236409	2.4615734	4.9937983	4.400243	2.4373932	3.618687	3.8048744	3.529706	5.2740073	4.471874	3.0537307	4.1829295	3.8554525	3.8208907	5.5914903	4.1723976	1.752327	3.933057	5.028948	2.9420853	3.8817787	4.0198092	4.1021314
SYN-00186	3.579424	3.3880513	2.8373616	4.962577	2.7649968	3.8437388	3.8756576	2.7170506	3.0464673	5.5579014	2.4588232	3.6320248	3.806993	4.4159584	3.2700157	5.3720326	3.6435285	3.7797608	3.354253	3.645842	4.0215945	5.0467033	3.2306213	3.2878134
SYN-00187	4.5154943	6.323566	6.2263055	4.372322	5.0634384	2.1059668	5.680904	5.7124624	6.1219664	4.612582	3.904155	4.059987	5.997868	6.829369	6.4755526	3.8028553	4.6042347	2.7662826	5.885403	5.88386	5.187762	4.207436	4.528177	3.2178407
SYN-00188	4.272608	1.9551663	4.5372014	4.811632	5.4418306	4.519845	2.4969468	2.4832344	4.418444	5.043025	4.520416	3.5591607	3.296181	3.259444	4.6609373	4.8690553	3.8614697	3.8722444	2.8451777	2.5388014	5.244662	4.4058475	5.352309	3.0619295
SYN-00189	3.791645	4.9695754	2.2622352	4.1876345	5.06435	3.8256388	4.1100483	5.47003	2.250173	4.5532036	5.2806706	4.1726174	3.5703964	6.0936475	2.6330872	4.032803	5.032584	4.614416	3.4632306	4.360248	4.063811	4.518622	5.654928	4.422066
SYN-00190	4.5421433	4.5625877	4.6079607	3.9087992	1.6548085	0.369267	3.5595925	4.6623273	4.111816	4.4580703	2.4414403	1.2812548	4.3948035	4.4576273	5.540598	3.4409926	1.7165456	1.1203384	4.544841	4.4250584	4.687506	3.1251242	2.7540593	2.6703193
SYN-00191																								
SYN-00192	4.8746314	4.806286	5.812634	2.7681382	3.3947487	2.8089783	4.8351808	4.800198	5.143792	3.597816	3.5586965	2.7134573	5.5304275	4.798051	5.0195284	3.0036833	4.091512	3.5927536	5.3230305	4.5094256	5.326044	4.4518757	3.6137142	3.4784691
SYN-00193	5.0256195	5.193799	5.579378	2.7588305	5.648718	5.761757	5.0880375	4.4823036	5.1761456	3.2487502	5.789798	5.250804	5.5083594	5.5227194	5.725004	3.4665093	5.5872817	5.3571157	5.4333487	4.9242873	4.990323	3.3282137	4.67634	4.860786
SYN-00194																								
SYN-00195	3.7674634	5.0238137	5.23166	5.274233	3.113533	4.300748	2.3180792	4.832341	4.534389	5.030342	2.9930935	6.005527	2.7361631	4.600855	5.368964	5.1876564	2.3992531	4.5618525	3.144155	5.8687205	4.7216277	5.2596364	2.1529622	5.4902925
SYN-00196	2.2672043	6.135416	3.3147383	3.4041905	6.016714	3.5408416	2.9773011	5.6986055	3.6481056	4.325733	5.0092883	2.9278603	3.0992417	4.815609	2.747272	4.43373	5.101303	2.191012	3.4987428	5.7706194	2.5309377	4.0076003	5.0898924	2.6447687
SYN-00197																								
SYN-00198	4.575853	2.189611	3.9408295	4.7785053	3.9234374	3.710823	4.337061	2.4565392	4.2569976	4.7648234	3.137032	3.3097172	4.883018	1.8008056	3.2285314	4.699003	2.8650436	2.9640312	3.7731075	3.2178812	3.6875308	4.3996143	3.3418474	2.8289158
SYN-00199																								
SYN-00200	2.896368	4.540683	2.757081	3.3617737	2.160636	2.6046796	3.6848078	4.486487	2.6978276	3.240549	3.2891455	2.644455	3.2619095	3.4020555	2.8015332	4.033456	3.1768663	3.372739	4.6602554	4.274357	2.8024297	3.8460793	2.542138	1.2862046
SYN-00201	3.1429617	4.387241	5.1131334	6.333737	3.2116694	5.5036664	1.7565918	3.3100438	4.657734	6.1964865	2.3049488	4.223993	2.2460866	4.4547276	5.202882	6.1392174	3.3178751	3.9820085	2.890295	4.291796	5.1448708	6.624858	3.348158	5.25985
SYN-00202																								
SYN-00203	2.3857026	2.7718506	4.4564047	4.680595	2.7638652	1.6618791	2.6195636	2.933157	4.6816273	3.9539351	3.3848953	3.3191512	3.1351247	1.821934	4.6142044	3.6030214	2.3157156	2.8971667	2.6976266	2.7582588	4.7978287	3.759689	3.111947	3.0359814
SYN-00204	5.5018597	2.968145	3.8156824	3.1806808	3.5450363	3.1089132	5.4347777	2.8392596	4.128102	3.945949	4.19539	1.9318964	4.83845	4.211421	3.9215615	3.664545	3.630742	2.571052	4.9557524	4.4288692	4.5523334	3.9920263	4.4209785	3.2705708
SYN-00205																								
SYN-00206	4.7653084	4.8331337	6.2740555	3.1813784	0.58303046	5.6035266	3.7209032	3.6494107	4.658895	3.065281	1.4837949	6.2353215	4.6999836	5.160762	5.0994363	3.8859673	2.0872514	5.64002	4.665804	4.545467	5.8250446	3.6355948	1.1321387	5.894041
SYN-00207	5.9303665	5.0598164	1.917603	3.5370464	3.4927475	2.6863227	5.6925116	4.6253867	1.5589845	4.159938	4.548767	2.9385355	5.13106	4.8815017	1.7750573	4.619176	3.6085052	2.6547174	6.376251	5.083454	2.3986464	4.2911024	2.8423524	2.741415
SYN-00208	4.5705113	6.221794	3.990403	4.1204886	3.428161	3.6117196	4.747109	6.427371	3.283765	3.9678445	2.075202	2.8411148	5.6662135	7.717107	4.6264796	2.7314785	1.5071166	4.2226005	5.391838	6.1413364	5.0954704	3.6699207	3.4498744	3.6859152
SYN-00209	5.70045	3.0804818	3.080015	3.2559693	4.381452	4.2854567	5.8255534	2.7517188	3.7420478	2.9317875	4.319954	3.1615195	5.712385	4.6106043	3.571933	3.5066953	2.9973874	2.0925012	5.4609575	4.0228457	3.5993786	3.683825	4.2539616	1.6062393
SYN-00210																								
SYN-00211	5.1005073	4.616005	3.063785	5.5042753	0.64399767	3.6917076	4.756843	5.4126363	4.3323193	5.184887	1.5307314	4.6667213	5.070969	4.7605095	3.8395565	4.8935165	2.4920254	3.302701	4.872734	4.9236937	4.9061747	5.1008334	2.317934	3.7112312
SYN-00212	3.4562118	3.4059937	6.4113646	4.2225475	3.98249	3.5743682	2.245954	2.9208577	4.996989	4.809144	3.1919212	4.728695	2.4901948	3.9676535	6.332246	4.560855	3.6345317	3.7666285	2.8763223	5.2095547	5.69021	4.3156633	3.4515197	3.9897823
SYN-00213	6.96384	4.5963874	3.879057	3.6929462	3.2105439	4.513951	6.354697	4.2590938	4.599579	4.2615438	4.1621857	4.269953	6.6793714	3.892703	4.1356964	3.4411764	3.6657991	4.9902844	6.8473387	4.1779246	4.1391115	4.9449706	4.454537	4.6909156
SYN-00214	3.0113347	3.360153	1.4725256	3.703789	4.352262	3.7461724	1.8656256	3.6407683	0.99991727	4.0649533	4.1561766	4.735198	2.7143207	3.3978908	0.921551	3.9881706	4.479608	2.4325976	2.571321	3.8052056	1.8680961	2.9702718	4.246493	3.6554399
SYN-00215	3.011909	4.6254334	6.863984	2.6188674	5.068602	3.6228402	3.320221	3.7825973	5.193237	2.5368743	4.469942	4.5033712	2.2540617	3.8755884	6.698197	2.3970509	4.9177384	4.035768	3.2830641	4.428173	6.9971	3.4657512	4.203127	3.4457104
SYN-00216	0.65362835	4.704318	4.6795926	2.7491603	3.043645	2.8744571	1.2487738	4.3749323	4.2677355	3.0498705	4.419077	2.561716	0.743654	4.857164	4.3268547	4.0081058	4.772118	3.3188834	1.3161309	5.510069	3.8125148	3.6253734	4.736146	2.8001733
