patient_id	mrna_feature_000	mrna_feature_001	mrna_feature_002	mrna_feature_003	mrna_feature_004	mrna_feature_005	mrna_feature_006	mrna_feature_007	mrna_feature_008	mrna_feature_009	mrna_feature_010	mrna_feature_011	mrna_feature_012	mrna_feature_013	mrna_feature_014	mrna_feature_015	mrna_feature_016	mrna_feature_017	mrna_feature_018	mrna_feature_019	mrna_feature_020	mrna_feature_021	mrna_feature_022	mrna_feature_023
SYN-00109	10.656307	8.953061	7.368392	9.366728	6.6614733	10.092064	9.258584	8.568558	11.161114	8.429734	7.2756324	9.98665	9.6361885	6.94965	9.480766	7.230015	6.659701	6.8304358	11.125303	7.775879	8.286328	8.9446945	7.6194563	7.4634266
SYN-00110																								
SYN-00111	9.651308	7.8421903	5.924064	5.4857974	8.493816	6.817621	8.830463	8.056293	2.2484484	5.720065	7.850577	7.344541	9.885017	6.1706386	4.401047	7.7072735	8.972752	7.8969955	10.334438	6.671653	2.946301	7.72261	7.8412924	7.3318777
SYN-00112	7.1718845	4.1689353	3.2883544	8.443227	8.507498	6.387665	7.0543823	5.2940545	5.050465	11.934681	7.12277	7.9590197	7.912553	8.123486	4.9685574	9.81558	6.964046	6.426198	10.061588	7.261335	5.375553	10.246342	5.955778	8.632624
SYN-00113	4.230563	8.411835	7.459871	8.411973	9.114609	5.2627	6.3877926	6.759352	7.5787716	9.275892	8.403711	7.589947	5.7550983	6.2061257	8.072458	8.433488	10.051344	4.533404	4.257265	7.441487	7.413018	6.679516	10.591104	7.545396
SYN-00114	9.450144	14.138211	7.1561666	10.525489	4.543318	6.71876	7.6825676	11.059151	8.213989	12.817107	2.3903975	6.9613867	6.3423114	10.653639	5.495385	10.774179	5.1287065	6.0050535	5.9170685	11.769197	8.4962435	10.995662	4.488259	6.0392146
SYN-00115	7.884154	9.019274	11.523043	7.4335327	8.878125	2.0270753	9.972626	10.723011	11.667651	5.690461	9.650503	3.405067	10.886262	9.831605	12.112833	6.265893	8.960651	3.7205591	8.247069	7.752929	10.972196	7.825264	10.508963	5.59182
SYN-00116																								
SYN-00117	5.7219853	7.120982	10.240353	9.453436	7.2307005	9.557796	6.487678	6.9880104	8.368379	7.9726744	8.313462	9.657328	6.153119	6.6970377	10.643383	7.753714	8.601722	8.459979	6.0743833	6.95149	9.49876	8.838965	8.069195	9.808327
SYN-00118	11.98715	9.842689	6.656894	5.4031687	7.9313707	8.190773	7.4688697	10.835494	7.803621	5.321365	8.738954	10.99183	11.181658	9.92572	7.0733876	7.260853	6.3162117	7.06486	8.536042	8.482671	8.162302	5.6401243	8.641698	8.348362
SYN-00119	5.047789	3.4818373	9.765017	9.344081	8.618906	8.086544	7.2860217	4.1723413	7.4831586	10.859128	8.496126	7.547468	5.529368	3.796811	7.5426683	10.02028	8.606911	7.4536448	3.9172645	4.509664	10.097828	8.867771	8.759315	6.250043
SYN-00120	8.448889	9.015978	6.3403864	9.2943125	12.924208	9.377199	7.340772	8.549079	7.055784	9.184022	10.191591	8.37819	9.628081	7.120856	5.922633	9.216153	11.143099	8.178665	8.29766	9.103953	5.6947775	8.521549	8.731018	8.750084
SYN-00121	7.0048847	9.571152	7.703048	6.7556996	9.241299	9.034372	6.163282	8.816524	11.050407	6.5784044	10.241909	8.009071	9.486454	10.390598	7.317494	5.4251614	8.858606	9.857807	7.384336	8.203597	7.7731996	4.8460693	9.157593	9.546182
SYN-00122	6.8638487	9.060697	7.4463	5.3342876	11.481852	6.977639	9.850962	8.239021	9.027735	9.070258	10.298217	8.730997	9.44186	10.033777	7.251091	6.2140346	8.595693	9.563166	7.7824254	7.4577913	7.956509	6.795177	9.026897	8.471309
SYN-00123	10.088545	6.942509	8.031897	6.417287	10.997165	8.743115	9.859196	7.579117	4.0528297	7.9284835	9.495148	6.5398364	11.620353	6.899373	7.744453	6.6601596	10.227646	7.100452	11.809383	8.137022	7.797674	6.5112805	9.949225	8.304654
SYN-00124	6.1512156	5.361203	14.406125	8.415472	7.291755	6.003769	7.7297063	7.4037113	13.699526	7.109466	5.3716326	7.899653	9.490541	7.1461124	8.821396	8.133217	7.4430776	7.517341	7.9670734	5.272463	12.646973	8.584271	4.333241	5.7774696
SYN-00125	9.007194	6.4843254	6.0051465	6.3885965	8.847939	10.523118	8.515335	7.449698	5.6010733	8.325646	10.966404	10.478302	11.897329	7.8112707	6.777686	6.5970798	10.340277	8.885197	9.329159	7.605089	2.930952	8.135996	11.567051	10.788755
SYN-00126	10.181725	5.0744348	6.233935	4.0970583	6.4433193	8.175322	10.6177845	8.267799	6.5686607	7.785808	9.7979	7.0075336	9.562257	7.4083323	4.1910706	6.133178	7.3481555	7.5034184	11.405886	6.3602057	5.809857	8.170164	8.041124	7.292588
SYN-00127	8.8031845	6.8908186	7.6520147	5.0923853	9.035086	9.612236	10.238962	7.422204	8.882203	6.8736124	10.366703	7.6581664	10.331225	5.8750653	7.4359593	6.128993	9.727274	7.4577885	10.470737	3.4560103	8.593947	5.6624255	9.321456	8.819611
SYN-00128	9.154561	6.0644503	6.7410326	11.313969	9.825446	8.540193	11.844727	4.4814777	8.525499	11.367105	9.068865	11.256347	10.151493	3.243928	6.72822	8.150158	9.860607	9.477629	11.515152	4.913519	6.302781	11.374205	8.892601	9.611728
SYN-00129	8.609949	7.724893	6.5575075	6.2564554	8.225428	13.394225	8.727488	8.975153	6.241045	9.702312	8.408515	13.472151	8.981535	10.202555	7.1844783	8.647371	10.161835	11.42043	10.3141985	8.66008	8.036242	8.006071	7.947789	11.606924
SYN-00130	8.907401	6.993533	8.889732	8.952388	8.379433	10.337892	7.2816453	8.89283	6.744744	10.047586	7.666168	9.821761	9.154505	10.764311	6.824081	9.1721945	7.8073955	9.615747	10.524748	7.04985	6.404514	8.907162	7.218563	8.483202
SYN-00131	10.133249	10.63517	11.686955	7.1325555	7.1868706	6.1109104	8.445471	12.555002	10.906187	10.2457905	7.6881695	7.329481	7.918977	11.829025	10.447664	8.654847	8.334656	6.023945	11.872721	11.76967	12.966386	7.8886	5.3473125	5.6773033
SYN-00132	9.302015	11.098579	9.7336445	7.9641933	7.5263433	7.9075823	8.910098	9.794331	9.870538	9.028318	7.535659	9.201874	8.102618	10.331176	11.88567	9.589258	7.464828	7.252572	10.631723	8.715463	9.749153	9.574056	7.371649	7.026164
SYN-00133	10.4475155	5.5186996	4.4814377	6.234626	7.725022	8.693533	12.00074	4.440071	6.6847258	1.5548396	7.408496	7.267927	10.441747	5.0274763	5.2811704	2.9900541	6.6104083	6.631559	9.416918	6.403432	2.4630375	2.6824799	6.6462164	8.257453
SYN-00134																								
SYN-00135	9.698029	7.821085	7.758991	9.132571	5.2204285	7.7657228	9.773423	7.669385	5.1806684	6.0212097	5.9754343	6.991991	8.277907	8.0684	7.120181	7.6449094	4.7574453	6.7238646	10.05205	8.512426	6.517501	6.9355545	5.579352	7.5180016
SYN-00136	10.4452	9.037661	8.712429	3.5300422	7.152194	9.846251	10.590336	6.9723005	10.06705	5.514415	6.7965417	10.35167	10.222191	9.489263	7.9119043	5.7920055	6.6555943	8.718918	8.63304	11.306097	8.7988205	6.9526386	6.598001	11.008735
SYN-00137	5.8414	6.600315	8.436325	9.966263	12.356509	8.850849	5.8595676	6.6000533	8.606764	9.672272	9.8102255	9.095053	6.1080403	6.1544814	10.496177	9.355056	10.678898	9.621206	7.579871	8.279796	8.591236	11.293776	11.529836	7.6763644
SYN-00138	8.311619	9.259724	8.398919	8.574703	8.763353	7.5945754	7.6362267	8.208554	10.155266	7.237952	6.8161945	10.292154	5.9072423	8.320023	8.543427	7.776292	8.79451	7.751481	7.4098907	7.9502177	7.9828014	9.221958	6.8325844	9.552221
SYN-00139																								
SYN-00140	13.286053	10.107866	5.892337	10.688635	5.4476767	9.5501995	10.176916	9.463798	7.0614686	12.153687	5.1807	10.022123	11.858271	9.28622	5.2188005	10.408584	5.654415	10.230354	13.140066	8.005436	6.1250696	9.875977	5.504468	9.542091
SYN-00141																								
SYN-00142	4.758082	11.149762	7.661391	11.036007	6.5671964	9.369882	4.631131	11.515943	4.9726334	10.519615	7.8665056	9.731047	3.8654509	9.092331	8.244083	8.878118	5.7633543	9.647005	5.0907464	9.928837	7.2760954	9.138178	8.517598	8.152854
SYN-00143	8.409554	5.173335	6.672694	7.046338	5.624017	8.203316	7.7553444	7.2700114	7.572334	7.5193295	5.5956006	7.123706	8.321653	8.66697	9.176718	9.693282	5.925089	11.360389	7.7104387	6.578564	9.4542885	5.0296583	5.6776075	7.3013954
SYN-00144	6.9712114	9.159114	6.571703	9.167376	11.462265	13.627483	8.885905	9.350247	7.948918	8.786103	8.651161	11.055062	8.599855	8.690296	8.329691	6.9657946	9.617594	11.079641	9.672115	8.941127	11.222217	7.38379	7.636572	11.044486
SYN-00145	6.9060965	1.0960627	5.2082434	7.0588746	8.63309	10.979476	7.149979	0.56570387	5.851427	6.6448283	11.663528	11.441639	7.1913714	3.3259487	3.4201574	8.251837	11.167503	10.53474	5.487103	2.133257	4.942572	5.4427614	9.116507	9.301271
SYN-00146	6.2078905	10.374588	8.481762	7.291419	6.701987	9.125972	8.145751	6.247241	5.9296327	6.265233	7.520273	7.969537	6.1300936	6.0208244	10.051206	6.349474	9.13905	7.8531327	5.909114	7.731216	8.790449	5.866618	7.976422	10.629652
SYN-00147																								
SYN-00148	11.553704	5.917142	7.6882386	8.193937	9.835224	11.820314	8.723409	4.5448713	8.175122	6.3451304	10.6774845	13.515579	11.109352	6.101305	7.245502	8.420849	10.728319	11.281129	10.09816	6.6354465	7.84842	7.8346357	12.793777	10.913824
SYN-00149	10.085373	9.802783	7.7486315	8.3835535	9.8667555	11.049208	10.544932	9.390592	8.682453	7.1275353	8.908634	9.881193	9.526693	10.497522	10.75	6.012464	9.8332405	11.381254	10.310234	12.7613945	8.990878	9.143336	9.907468	9.380139
SYN-00150	9.951119	6.077527	4.2127175	9.829688	4.0946913	9.365251	12.041709	5.69642	5.554212	11.83985	5.274375	7.006399	12.662229	6.1644497	6.500615	11.715654	1.2125182	7.1678114	10.301985	6.719909	8.065558	8.687377	3.9231682	8.885831
SYN-00151	7.582477	10.224908	9.654182	7.6417003	8.712707	6.393364	8.876546	11.410671	6.4514832	9.754934	8.272609	9.985596	7.2479353	10.190465	6.6067867	10.338054	9.444213	7.2842436	5.3721533	12.447802	7.93304	10.176638	7.348797	7.999047
SYN-00152	8.659633	4.5414386	5.8797255	6.6234593	7.710165	6.6720996	10.005315	6.925696	8.9515915	3.5750341	9.089413	6.874444	8.938364	4.575483	6.068532	5.5626345	8.619564	7.2141967	8.756848	4.2917137	6.5544157	7.3556376	8.764767	6.9974756
SYN-00153	7.4988337	11.417768	7.576082	8.892866	6.1237526	10.09864	8.390261	12.529748	5.790021	10.699049	7.3682904	10.36586	9.841351	10.8903675	8.463931	10.198486	6.3176727	11.373632	8.32748	11.525255	8.844356	9.343078	6.4698653	9.803099
SYN-00154	5.8115673	9.034625	7.065682	10.729279	5.554572	7.2649975	5.9970474	10.21576	8.684016	7.7806587	6.492637	7.3309255	7.921759	9.201933	7.8843474	10.918518	5.2064133	7.749962	3.859599	10.256371	8.307365	7.4973683	6.677055	6.5041904
SYN-00155																								
SYN-00156	10.604129	6.554465	9.347324	6.026455	6.627905	8.809681	9.734898	7.0803995	7.9318376	7.9615192	9.998695	8.8041115	12.720215	7.1246686	6.7923255	8.294068	8.83376	8.514678	11.161993	6.808618	7.9879637	5.771664	6.887211	5.915994
SYN-00157	5.485462	10.068678	7.805717	9.173136	7.3525057	10.830483	7.5584984	12.979457	8.1084795	6.2724953	6.737928	10.260565	4.6522093	11.187491	5.848876	7.093461	5.140079	8.708897	8.009716	7.895222	7.794089	8.928027	7.36987	10.083712
SYN-00158	8.82724	7.722968	4.746872	9.113133	7.359103	8.495521	8.411431	6.475995	5.232121	10.19386	8.687838	9.797993	9.333009	8.739046	5.5601864	8.415255	8.528683	10.445144	7.364103	8.253337	4.8759203	8.9703455	8.025866	9.977154
SYN-00159	8.851641	11.443118	7.8162003	12.21261	10.195499	3.6726627	7.48403	8.644092	7.9334354	11.348536	8.058163	6.7918234	7.553111	9.998178	5.9348836	11.386398	8.653543	5.743493	10.065182	9.080198	9.843583	11.336941	9.868497	4.924473
SYN-00160	9.170922	10.334673	8.4699955	7.1072373	8.315895	10.787899	8.188764	9.620454	9.112182	4.888309	8.822397	9.375371	6.193963	10.243149	11.040254	7.022085	10.146395	9.481128	6.9828525	8.411423	8.803528	7.689454	6.6970954	9.249046
SYN-00161	9.285085	5.425169	5.8390007	10.274726	5.9518127	8.762041	9.239508	6.7482677	5.1462617	10.77779	8.226097	9.715987	6.427377	9.329969	3.4797697	12.331241	7.0597563	9.099401	7.828487	10.290404	5.124751	11.057609	6.026019	8.71405
SYN-00162	4.6756134	6.7559347	7.6411686	11.439618	6.6336894	9.37414	3.9135818	6.532138	5.299638	8.282666	8.132691	8.388741	5.864278	5.8736277	6.0254316	9.761551	7.0935326	9.463482	5.9009867	5.906079	6.396927	8.514273	7.723794	8.879611
SYN-00163	13.20181	7.333541	7.6633554	8.188837	6.522988	9.228537	9.683905	8.552912	7.3099866	7.33293	4.3690414	11.075668	12.533284	6.767722	6.7109766	6.644348	4.700213	9.631196	13.045789	9.914679	5.237182	7.4591107	5.914902	9.834415
SYN-00164	10.271966	8.532006	6.072132	4.271069	7.759923	7.63828	8.005503	8.963427	7.4602003	4.4208097	7.3242717	6.951982	8.511597	7.707844	6.4645863	4.2254066	8.840467	7.8169804	8.467695	7.4726996	6.7306643	2.5432463	6.7385254	8.811987
SYN-00165	6.0052443	4.7282715	9.280729	7.957355	5.5937805	5.9459963	5.0828576	6.0623302	5.647233	9.388086	5.1038833	6.297272	5.558381	4.674609	6.37128	10.46487	3.974248	7.454651	6.575177	8.421849	7.1991997	8.617751	4.861972	8.595678
SYN-00166	8.132259	3.144332	5.4627986	7.778652	6.2943344	10.314546	10.36013	4.044986	6.380617	9.272308	8.211061	10.155895	8.927486	2.4899025	8.021043	5.7702217	6.5497684	10.802685	8.494273	4.364832	8.319542	7.3084574	7.9946375	12.220807
SYN-00167	5.7715807	5.7843704	7.889414	7.233382	6.392608	6.0083632	8.617191	6.4423833	7.2212453	8.947816	4.9770813	5.1117215	6.876325	5.4373507	8.075947	6.3871937	6.33004	5.2427044	5.2264366	7.163809	7.152411	8.212128	7.948924	5.423168
SYN-00168	8.440162	7.823002	10.72508	5.736229	6.9028263	2.7511716	8.064176	6.2716694	11.406462	7.465291	8.26285	6.4285774	6.2044697	6.9740443	9.614214	7.5159655	7.76446	6.261356	7.623363	6.575055	10.951721	7.207721	7.6864214	4.763624
SYN-00169	11.509558	7.7369018	7.5218	9.998904	6.8393216	9.463373	9.186435	8.805454	10.778097	8.128176	6.7115536	7.3637466	13.015869	9.300673	11.146616	10.286561	7.411152	8.476863	11.099502	8.788643	8.480256	10.851466	5.560303	8.965879
SYN-00170	5.912074	7.9098434	9.163916	11.047671	5.3176136	10.920086	5.63791	9.98299	10.653346	12.179058	6.0441585	10.445238	5.7316093	8.684877	9.950804	12.221104	6.9690456	11.322511	6.8509226	8.126147	11.815379	12.566269	6.4538155	10.178144
SYN-00171	10.012506	5.513354	8.724795	8.79425	5.7862816	9.682136	7.79453	7.3156857	7.912515	10.432688	4.892416	8.230151	9.993938	4.973808	7.069806	8.327664	7.375556	7.721854	9.205422	6.0238423	7.3077707	11.1586	8.52418	9.4784155
SYN-00172																								
SYN-00173	7.8225174	6.982471	6.6185794	7.999306	6.9333167	8.885126	6.668333	8.42815	7.2378855	9.622808	5.4039135	10.481748	6.063547	7.4644613	5.671265	8.051205	7.59356	9.564614	4.5362005	9.22998	8.509029	5.7533207	6.065922	9.760935
SYN-00174	7.494259	3.699243	11.011904	4.3734894	8.539459	9.2022505	7.086285	5.0536265	11.678264	4.319535	6.267474	11.305853	9.201493	5.9376736	12.193116	5.2633357	6.604007	9.653761	9.61343	5.030857	10.134491	6.139702	7.4482517	8.810438
SYN-00175	5.5069942	10.576021	3.0433607	3.6995826	5.612467	5.2008476	4.9436	11.302868	2.8258138	3.9039755	8.45633	5.8695445	6.4487715	12.293026	5.4030733	3.590846	6.716853	5.1866074	7.0343995	12.1419525	6.9925165	3.8010216	7.4556527	3.8135042
SYN-00176	9.593629	6.394966	8.207316	7.402853	9.573191	8.83893	7.317486	5.7283044	7.933489	7.3217955	8.220514	6.8451285	8.802517	6.1153364	8.101855	8.160546	7.9769225	7.6118655	7.806377	7.8318577	8.5069475	7.960769	7.085793	8.916629
SYN-00177	6.249814	7.8651657	7.0819817	9.858483	6.3057055	9.517489	6.4944363	8.258212	7.5073633	8.542288	3.6823153	8.148748	6.804074	8.126871	5.9596453	9.423884	5.8872766	8.661405	7.384301	7.880614	5.9819064	9.746552	5.4298544	9.305543
SYN-00178	8.542316	6.371315	7.3648067	10.442092	8.349119	10.075538	8.934213	3.6772523	11.4544325	10.618591	4.6429324	10.871279	7.425738	5.004076	11.148796	9.508799	6.36972	9.927354	9.425378	4.191553	6.382202	10.398678	6.1166553	7.481678
SYN-00179	9.179136	6.8500376	9.806997	9.829859	10.369053	3.8435574	9.3836775	6.2402163	8.737014	8.67933	8.730439	4.978528	7.945218	7.7777143	8.27241	6.185694	8.821364	5.157713	7.9905357	7.5133567	9.778958	8.083566	10.876472	5.270575
SYN-00180	8.438576	3.8665075	8.165307	7.5880036	9.785138	9.153762	8.261719	3.9777422	8.0151615	6.651326	9.717594	6.7570996	8.82157	4.109247	6.418584	6.355831	6.661359	6.951983	8.560699	5.492671	7.313261	9.111947	8.349065	5.572081
SYN-00181																								
SYN-00182	8.191721	8.602414	7.8546505	7.9603477	5.4959793	8.052245	8.841772	9.164995	10.102634	4.909979	6.004031	4.994769	7.86465	7.5486374	11.07152	4.0654774	6.462334	8.052621	9.859576	9.584402	9.4254	6.1061745	6.807222	7.7007585
SYN-00183	6.304425	8.581289	6.9209433	8.511492	7.5490017	5.124364	7.99871	8.398722	7.0481052	9.448252	7.186283	4.377604	6.463518	8.297291	4.93812	10.092904	5.743724	6.659045	9.595817	6.9367886	7.200851	10.272882	7.538114	4.9582815
SYN-00184	10.165249	13.364062	9.9217005	4.2269893	5.67871	9.521456	9.347692	12.412157	9.012162	4.182973	3.74502	11.830513	9.147634	12.864198	9.626418	5.432586	4.636055	11.078726	8.718631	12.12177	10.328774	5.4173985	5.4854493	12.29016
SYN-00185	8.139696	7.7153883	6.4237537	10.283858	9.629384	4.713461	7.4830923	9.198862	7.186125	9.681889	9.474184	4.0878706	7.4810762	8.377959	6.0914264	9.317089	9.224295	5.2888885	8.985476	8.679087	6.250269	8.542698	7.903109	4.261964
SYN-00186	7.2439957	8.1766	7.883504	9.682264	3.6800556	6.151277	10.180706	7.9911857	7.7107487	9.343596	8.2360115	8.385224	6.652581	7.823074	5.7613177	7.340695	7.9375725	6.4193907	8.785455	7.904403	8.048009	7.9464264	4.4600434	4.6544213
SYN-00187	10.562225	12.936995	9.789359	7.1210513	9.700162	5.323245	9.712897	13.954025	13.234812	9.846146	10.73946	6.674292	10.272078	10.768111	11.759411	8.49195	10.203419	5.6363735	9.668831	10.396756	13.009636	8.758535	8.541194	8.464205
SYN-00188	6.4782114	6.0696216	7.8525014	10.095125	10.892372	7.6846204	7.620451	5.998641	9.70874	10.560416	6.801247	8.371339	8.427952	6.882619	8.324478	8.962448	7.2154865	7.5702453	7.1011205	5.7257013	8.094865	10.627265	9.672018	7.609115
SYN-00189	6.837155	10.410037	6.616891	8.185615	11.039891	10.047609	6.5206957	8.21227	4.869771	9.194899	9.774012	10.5411825	4.663556	8.617448	6.4065647	7.9607763	10.222617	7.1143413	6.751218	11.592249	5.614137	5.717034	9.1769085	9.226297
SYN-00190	9.498049	10.435551	9.215456	9.88026	5.379177	3.5244856	8.654758	8.92748	6.9305606	7.802324	5.14834	5.1613903	8.772363	8.00696	6.2987103	7.8490243	6.154009	7.732359	8.4408	10.697956	7.496163	9.419075	4.6799545	4.966771
SYN-00191	7.2374225	9.009698	11.102489	6.626484	12.950918	6.813645	7.474448	9.264992	11.432127	6.3149257	10.815428	8.989542	8.333424	7.523418	11.660444	9.556898	11.61074	6.2547264	9.404084	9.408554	11.831783	9.149164	11.320897	5.4087057
SYN-00192	10.557152	10.623253	9.845382	5.9512725	5.407479	6.433365	11.582454	6.933283	10.554415	7.997964	5.438793	6.898158	11.551681	10.78483	11.728621	4.8012776	7.1666	8.084015	11.683766	9.059209	9.637302	5.772064	5.3939037	4.8683386
SYN-00193	11.225312	8.36434	11.412518	7.5471263	10.999634	13.346991	10.152655	11.032911	11.136803	5.277319	10.173717	10.3196	11.459086	10.189906	8.750453	4.3674145	11.704213	11.416215	12.764828	11.580763	10.465411	7.4550943	10.437842	9.5747795
SYN-00194	6.711948	6.4185047	7.6575136	9.14092	8.405723	10.596026	7.314722	6.551494	7.945936	8.127572	8.343773	8.607476	7.1552353	8.045505	6.807414	9.799684	5.6801424	8.109757	7.5660777	5.1388903	6.7308784	11.369558	8.5119915	7.7740574
SYN-00195	6.7227154	9.679383	12.033781	9.178768	7.6814365	10.735809	7.633993	9.712273	9.067096	9.129827	5.6090126	11.584214	4.4462156	12.329041	10.872117	10.587647	5.3309402	10.276346	6.419595	9.268355	9.752764	8.861781	5.64672	7.788548
SYN-00196																								
SYN-00197	5.6179013	5.586791	7.134079	4.2637544	7.8440413	8.770664	5.5105605	6.7249756	6.653338	7.2521815	8.888432	7.043489	4.7696877	3.9307961	7.8350163	6.334566	8.103833	8.475927	3.7001348	6.8158417	6.5977855	5.6618357	9.929707	6.7893343
SYN-00198	9.633764	5.1726313	6.5704517	8.973951	5.9309893	4.881753	6.9741488	6.329233	5.8522463	8.137097	5.888082	6.5172505	7.679651	7.065703	8.685803	9.807255	6.8657784	4.8674426	7.3315988	6.960384	7.3797784	9.8565445	4.969343	7.2666607
SYN-00199	7.198473	11.7492	13.295954	3.5196338	7.262195	8.533414	5.7999835	11.185736	11.201949	4.8540745	7.8912864	8.120763	7.6471295	10.87608	8.994864	3.4248767	7.0384064	5.523111	8.242483	12.554877	11.605657	2.7923632	6.9896064	8.909655
SYN-00200	7.0084267	5.9609537	5.28475	5.618573	4.826083	3.1101575	7.496933	7.3688684	6.8293233	5.9828973	3.9995308	2.8915071	8.834498	7.536287	5.649068	6.845818	6.727564	4.97773	5.630865	7.5362906	7.6204166	6.746476	6.605609	5.8621655
SYN-00201	4.208838	7.172026	10.008887	12.531921	7.3090687	8.336877	5.3307633	9.559857	8.509114	11.6128845	9.444536	11.4990015	6.2431746	8.751743	9.461753	11.649402	4.968011	9.907038	6.3262854	8.826435	9.28025	11.22448	6.1425185	9.151243
SYN-00202	8.166452	5.9402614	8.825287	7.3050904	7.4764466	6.8894844	8.514575	6.218976	9.584688	4.744111	7.6543665	5.9785004	5.958005	6.041258	9.556861	7.5636916	5.4233294	7.3835297	7.511157	7.8101397	8.588594	9.727142	7.2721443	8.059578
SYN-00203	8.6135845	6.9929	7.474315	9.700056	7.463398	5.674923	4.77461	5.8633814	9.4033785	8.482737	6.477783	3.6941838	7.245888	5.615678	8.476101	9.049389	5.715783	5.762036	5.724559	7.137213	7.0310087	7.849925	6.0754905	3.1966848
SYN-00204	9.313395	8.789903	7.9452457	8.24789	9.505638	6.0735836	10.2269945	8.444675	8.286765	9.485439	6.9035497	6.955299	9.253029	8.763008	6.625658	9.408109	8.859948	5.916546	9.4449625	5.9160633	7.476388	7.352338	6.5312223	8.135618
SYN-00205	9.979229	10.4010105	7.2437015	3.7145462	6.65265	9.153885	7.5715413	11.717334	8.342057	2.4228115	8.753444	8.937345	9.860504	11.239155	8.015668	3.1847491	7.309786	8.919519	10.994111	9.142298	8.909868	2.8992949	8.270686	8.384082
SYN-00206	7.062624	9.607969	11.743472	7.6845884	4.859854	10.659354	8.912043	8.505094	9.589083	6.994962	4.2482624	12.441788	8.955917	9.81243	8.464626	7.397566	4.145796	9.658613	6.275091	6.599889	9.41483	8.0771675	4.6346345	11.023428
SYN-00207	10.679321	10.544375	4.3617516	10.566807	6.859535	7.253722	12.521885	9.242985	3.770751	8.956118	8.124603	6.7686467	14.308939	10.584414	4.334188	8.764525	6.4077716	5.04609	11.985536	8.785567	7.1152377	11.123706	7.498457	6.044405
SYN-00208	10.304174	13.628805	7.0196223	6.0320344	5.2030253	7.698372	9.076785	11.608429	9.2573805	8.994432	4.3975954	8.244256	10.434958	12.247805	6.092227	7.6956844	7.0092545	6.8189435	9.456479	13.832511	8.022721	8.797889	4.4618816	7.7838497
SYN-00209	12.586721	8.012333	5.5847464	8.867558	9.314133	6.420244	10.878961	7.66211	7.293954	8.162883	9.061335	6.7065477	13.826422	7.255052	5.2448874	5.8007054	11.1335125	5.8819475	9.744102	7.280937	6.6273146	6.455121	9.366227	6.657118
SYN-00210	9.8754225	4.795066	10.988575	11.626709	6.9083943	7.8083725	10.464785	6.8907156	10.11856	9.302831	7.515875	8.054305	9.338512	7.6143084	9.13872	12.668949	6.906789	8.823885	8.685751	7.0174923	7.159973	10.874781	8.095791	8.799815
SYN-00211	10.95743	7.315628	9.244762	12.112633	5.4427614	6.340542	7.1496267	9.560588	8.182871	10.826658	3.820343	7.08533	9.7238035	10.333016	10.001363	9.535593	3.6811614	8.450361	8.6805105	8.509214	8.562345	10.640838	2.9391198	9.272751
SYN-00212	6.057173	8.691334	10.047222	8.070831	6.7138987	10.005603	6.6380115	8.332258	10.594023	10.378682	8.18074	10.807029	7.332812	9.898429	9.637572	8.39624	8.583484	9.088336	5.2728157	8.869908	10.327096	8.9673815	6.4841776	9.607393
SYN-00213	11.796527	8.710746	8.521852	8.362981	8.995156	9.306256	13.585467	7.844463	6.0220823	7.991952	10.018255	9.347566	13.051865	8.844324	7.3150597	9.605815	9.354006	10.183841	13.420023	7.6423354	8.141967	10.117548	8.411219	9.873236
SYN-00214	8.10903	7.2083225	3.4649186	7.0872645	9.0248165	4.260638	5.227458	5.124984	3.8350759	7.541916	10.075867	5.803243	5.5737586	9.426411	5.7880096	9.360098	8.921488	5.9881105	3.8440418	8.857371	4.9698415	7.0809255	8.879543	4.957736
SYN-00215																								
SYN-00216	3.397337	8.246087	9.37208	5.900668	8.099021	6.386259	4.6493616	8.078143	7.0641975	5.8989096	7.5176234	6.573717	4.075292	8.467527	7.0176454	8.686346	8.690861	7.1913195	4.650508	10.424286	7.562786	4.525369	7.030218	6.4944572
SYN-00217	10.376944	5.724905	5.7893057	8.75162	6.9987555	11.15521	10.604708	5.179677	4.873469	6.085617	7.2681966	12.803711	12.129076	6.900743	5.1728992	4.8243656	6.945793	10.299021	8.3324795	5.3418713	6.420031	7.7596135	5.9653435	11.063005
SYN-00218	7.2087874	11.977184	5.958988	5.9814453	11.046118	6.654561	8.139865	8.653799	7.2627816	5.6711574	8.329441	7.254125	7.37389	9.870971	7.4208927	3.658781	13.311518	8.258936	6.9683247	8.802133	7.510676	3.5751104	13.003302	6.5953436
SYN-00219	6.902718	9.942398	10.437876	8.686686	8.403729	9.378017	9.01872	9.590246	10.05345	8.295333	10.105173	11.32574	2.6431856	9.508345	10.638103	8.476845	9.468549	11.182659	8.589729	10.821602	10.53474	9.764285	10.0191	11.217422
SYN-00220	10.825055	9.438367	9.429862	4.3199234	8.442266	7.2722683	8.991785	9.973892	7.64477	4.104845	7.435897	8.478181	12.019035	11.167818	7.959821	4.556484	9.132134	7.1198883	11.280209	10.048187	8.3154545	1.8959293	8.958379	8.476533
SYN-00221	11.683502	6.8470674	8.038957	8.527636	7.301064	8.550426	11.915008	9.113641	8.435989	6.928723	9.792779	7.1266203	10.509296	9.883171	9.281562	7.3905067	9.204325	9.468738	11.633734	8.57723	7.5428934	6.8717046	9.029311	8.991712
