patient_id	cnv_feature_000	cnv_feature_001	cnv_feature_002	cnv_feature_003	cnv_feature_004	cnv_feature_005	cnv_feature_006	cnv_feature_007	cnv_feature_008	cnv_feature_009	cnv_feature_010	cnv_feature_011	cnv_feature_012	cnv_feature_013	cnv_feature_014	cnv_feature_015	cnv_feature_016	cnv_feature_017	cnv_feature_018	cnv_feature_019	cnv_feature_020	cnv_feature_021	cnv_feature_022	cnv_feature_023
SYN-00091	-0.89569736	0.6370824	-0.79777235	-0.27609506	-0.9733714	-0.36030275	-0.9837952	0.8991034	-0.9626372	-0.8815575	-0.9603544	-0.5940766	-0.82377595	0.60026777	-0.9415055	-0.94904995	-0.9644507	-0.12038463	-0.9732069	0.9332262	-0.9413088	-0.42409387	-0.9925611	-0.37268174
SYN-00092	-0.9560857	0.9536068	-0.7609681	-0.9404619	0.27227482	-0.56408125	-0.90817446	0.74322224	-0.4494684	-0.846071	0.3630113	-0.823331	-0.9633913	0.8603248	0.022692213	-0.8808902	0.62448096	-0.74927527	-0.97007596	0.8200052	-0.1057554	-0.64929134	0.12000939	-0.4442142
SYN-00093	-0.0596199	0.32497022	-0.6242583	0.6808913	-0.90057987	0.028998042	-0.3454329	0.33284485	-0.28746486	-0.55689317	-0.18845168	0.018239351	0.25606582	0.4472492	-0.6329608	-0.6755899	-0.2993661	-0.62283367	0.39727792	0.685823	-0.82650733	-0.21419051	-0.8548021	-0.18408781
SYN-00094	0.99704236	-0.9735134	0.9436309	0.28149903	-0.5857436	0.7082316	0.9946392	-0.98668724	-0.32932565	-0.53885615	-0.682623	0.930068	0.98656905	-0.75122434	0.78661627	0.59567183	-0.60188645	0.86786133	0.99438435	-0.9699057	0.46544024	-0.16183986	-0.8600898	0.9637333
SYN-00095	0.624317	-0.27383214	-0.3436544	-0.7177908	-0.34066236	-0.5976352	0.90542775	-0.85321593	-0.07001555	-0.7503722	0.81157815	-0.6382029	0.7038837	-0.74901754	-0.22176401	-0.36154097	0.41667724	0.69246113	0.79071885	0.010733633	-0.1498221	-0.62634075	0.063670434	-0.1692311
SYN-00096	0.47653586	0.03613518	0.28134248	0.7721538	-0.52953243	0.10455035	0.31242508	0.024507241	0.33356324	0.97411835	-0.69149375	-0.5689065	-0.17350864	0.34917447	0.81211376	0.8311102	-0.5789551	-0.15564421	-0.02474496	0.6265696	0.17162243	0.94037783	-0.83771193	-0.9447439
SYN-00097	0.99668366	-0.6754119	0.8820702	-0.73958164	0.74711955	0.03280981	0.9655525	-0.35632882	0.7825829	-0.8129281	0.7580166	-0.37026113	0.98373187	-0.47453025	0.95931506	-0.90967447	0.18506512	-0.5240698	0.9964677	-0.36143398	0.8680808	-0.7488492	0.19129747	-0.4670091
SYN-00098	-0.13423356	0.5323052	0.4821378	-0.10225485	-0.28491077	0.6946251	0.8826338	0.58080196	0.97294366	-0.15157442	-0.18497469	0.41394195	0.27042803	-0.8048337	0.7320152	-0.5326227	-0.052087076	0.030945929	0.36689857	-0.6452554	0.9407865	0.056121808	0.7146147	0.4367643
SYN-00099	-0.19195502	-0.991217	-0.8480667	-0.05436774	0.8558571	0.9064718	-0.51467675	-0.9714477	-0.9475426	-0.39564508	0.9177762	0.9874157	-0.8537944	-0.96435994	-0.93108314	-0.0901305	0.86144656	0.97282636	-0.29049683	-0.96316785	-0.7367578	-0.2901748	0.98803085	0.975729
SYN-00100	-0.982237	-0.22590823	-0.28841674	0.8074022	-0.84094995	0.42930475	-0.53119934	-0.119530134	-0.40422234	-0.25221708	-0.8654663	0.35546395	-0.88297415	-0.6377893	-0.2779597	0.5613834	-0.8076709	0.6893857	-0.9858124	0.044737604	-0.4771395	0.3690764	-0.8902759	0.3139277
SYN-00101	-0.83173394	-0.755978	-0.7129265	-0.9158907	0.3392977	-0.6558738	-0.7776919	-0.6232405	-0.061890766	-0.93395555	0.5349273	-0.8042492	-0.81123185	-0.5612321	-0.67518634	-0.96645796	0.6271329	-0.24127519	-0.48501602	-0.7184513	-0.77330416	-0.85136175	0.36287266	-0.795777
SYN-00102	0.9283408	0.68901885	0.7696234	-0.55563754	0.8637751	0.8753425	0.8762822	0.78747404	0.85246813	-0.038935203	0.9333098	0.6221378	0.88366747	0.54684305	0.828698	-0.65179545	0.83711183	0.8582116	0.81686044	0.86788815	0.5732049	-0.67733693	0.8424411	0.95024925
SYN-00103	-0.051520146	-0.150026	0.9235991	0.01064117	-0.34076056	0.8849705	-0.5066716	-0.5953947	0.8575133	0.103499904	-0.8094352	0.938601	-0.107437246	-0.34403107	0.9707701	-0.26954246	-0.60933363	0.71632415	-0.7226428	-0.23838781	0.70630985	-0.32369322	-0.8270537	0.14053783
SYN-00104	0.89768547	-0.82570326	0.82066923	0.26607785	0.5805266	-0.09251013	0.9216021	-0.8585637	0.49999627	0.367735	0.49677888	-0.5016383	0.96354645	-0.5129751	0.24218263	-0.3194947	0.8242046	-0.4587615	0.8222273	-0.8371302	0.17368083	0.62208813	0.5557268	-0.8015164
SYN-00105																								
SYN-00106	-0.6538899	-0.20558754	0.9845629	0.6166739	0.78030735	0.04348591	-0.94181275	0.19926935	0.9169827	0.46127757	0.753258	0.24896693	-0.8134001	-0.76938534	0.9735703	0.65666467	0.65266895	0.5204373	-0.8594279	0.15185544	0.96770656	0.7352901	0.12237587	0.25145137
SYN-00107	-0.33849427	-0.13665241	0.7354538	-0.9398613	0.97861993	-0.9037	0.03533447	-0.86651736	0.5734722	-0.8190313	0.9923351	-0.82656735	-0.55064386	-0.7874463	0.38490057	-0.21718268	0.9547683	-0.7744888	-0.6251089	-0.92049176	0.30611083	-0.7489411	0.9870721	-0.92732155
SYN-00108	0.3333826	0.356511	-0.9094248	0.18007171	0.57279927	0.88073355	-0.31744167	0.1544251	-0.44043806	-0.04239118	0.5415269	0.7615715	0.27378356	0.251175	0.027151095	-0.20383242	0.6112941	0.7741417	-0.3556386	0.060474172	-0.44038495	-0.18044348	0.45585832	0.80880064
SYN-00109	0.114715345	-0.17083941	0.5539039	-0.0983875	-0.34435168	0.19591954	-0.10508784	-0.044580813	-0.0933481	0.029388497	-0.19849813	0.122250296	0.23007378	0.24836354	0.8642201	0.10700124	-0.90695673	-0.0050345142	-0.10925295	0.6750938	0.03138179	-0.4864774	-0.601289	0.15795076
SYN-00110	0.7040504	-0.15412422	-0.6155996	-0.56373143	0.80651325	0.74402636	0.5957778	0.5027089	-0.5104419	0.52467144	0.4271221	0.33482298	0.6773225	0.744033	-0.5496377	-0.26203182	0.48614112	0.7648106	0.88728714	0.6237679	0.31940246	0.45036435	0.2786727	0.44022807
SYN-00111																								
SYN-00112	0.4627798	-0.607051	-0.994311	0.85247594	-0.6506108	0.63428974	0.7668517	-0.9563755	-0.92606205	0.54521734	0.5234544	-0.3147275	0.67061377	-0.9038902	-0.9585158	0.905195	0.35363767	0.007873121	-0.302252	-0.76298404	-0.8946708	0.84466046	0.6915026	0.28241593
SYN-00113	-0.97362864	-0.44648108	-0.1023802	-0.41642612	0.6993911	-0.48339176	-0.86212426	-0.46215266	0.27036718	-0.03031347	0.9552812	-0.9462871	-0.94691354	-0.44773027	0.06975683	0.50873405	0.57663065	-0.65533304	-0.92788345	0.1867214	-0.12563121	-0.30058053	0.8859878	-0.76703095
SYN-00114																								
SYN-00115																								
SYN-00116	-0.77674824	0.43717924	-0.15265378	0.8247506	-0.44066095	-0.087611504	-0.8814975	0.33396158	-0.30853775	0.69229865	-0.6911339	0.5838863	-0.9181471	0.49615622	-0.31580085	0.2626819	-0.58202773	0.8542045	-0.9035704	0.93920267	-0.5028594	0.49720463	-0.10068939	0.7977946
SYN-00117	-0.22938076	-0.6311536	0.94203293	0.7761621	0.22769514	0.7133699	-0.52775943	-0.56719655	0.7689501	-0.054846484	0.06397427	0.45169628	-0.7056037	-0.87646925	0.9474216	0.5944826	0.20694032	0.71067154	-0.70220715	-0.62280315	0.74529225	0.55803204	0.6215962	0.8961856
SYN-00118	0.9498063	0.7172302	-0.57966566	-0.71697867	-0.12529673	-0.3787371	0.9298694	0.7163362	-0.05662478	-0.57481486	0.6395939	-0.489824	0.9225935	0.5225933	-0.7560335	-0.7325143	0.5645606	0.14075534	0.3458346	0.2888034	-0.6154013	-0.82042474	-0.7281073	-0.34102124
SYN-00119	-0.93299675	-0.9616011	0.898576	0.8435727	-0.2586106	0.10962876	-0.7407462	-0.9739869	0.045048874	0.9362595	-0.31433514	-0.1055336	-0.6956563	-0.97680616	-0.009670208	0.9365778	0.26802796	-0.7635609	-0.9798111	-0.9368105	0.38200557	0.7425136	0.38860476	-0.30380383
SYN-00120	0.63298845	-0.5534634	-0.41606805	-0.13612172	0.4929547	0.44103912	0.17787996	-0.15919848	-0.33423087	0.2819318	0.75881845	0.17295164	-0.031467095	-0.18058734	-0.61263794	0.56137854	0.19180518	0.5020008	-0.015160445	-0.1370538	-0.5157209	0.38215753	0.97984374	-0.0020964514
SYN-00121	0.7565014	0.74640256	0.6139144	-0.7351188	0.801779	0.3147024	-0.7629204	-0.19379255	0.5794591	-0.815503	0.92425096	0.7535929	-0.16987032	0.6864194	0.22611251	-0.8095684	0.81880236	0.6725528	0.1852211	0.18389829	0.94733876	-0.45261645	0.84917694	0.6060192
SYN-00122	0.35542563	0.61811215	0.13463703	-0.9044665	-0.2841738	-0.11038502	0.016746514	0.23531052	0.43648443	-0.1500604	-0.07684115	-0.58258516	0.3988923	0.3338324	0.07685245	-0.8162869	0.6431594	-0.17454697	-0.08808209	0.819075	0.36482865	-0.72131133	0.591795	-0.5338964
SYN-00123	0.8406587	-0.7337747	-0.4966956	-0.7895098	0.85799044	0.33399454	0.81851983	-0.6489895	-0.48163483	-0.843158	0.5861151	0.21709438	0.0927565	-0.5284308	-0.9055094	-0.9451328	0.81938946	-0.5207215	-0.06003872	-0.7425981	-0.80593044	-0.8877557	0.97378075	0.32929587
SYN-00124	-0.6083352	0.09849356	0.9771123	0.2300414	-0.5194775	-0.19964418	-0.06202852	-0.79875547	0.9700252	0.19507204	-0.078336306	-0.2540921	0.040274143	-0.85323715	0.9950278	0.04834274	-0.30947635	-0.9295578	-0.5829629	-0.93448395	0.9712796	0.23301494	0.04735724	-0.7118027
SYN-00125	0.8087767	0.16616774	-0.9038855	-0.30633998	0.8936064	0.8668677	0.9704439	0.21014784	-0.5867568	-0.38279992	0.95191914	0.6654003	0.281451	0.45491666	-0.57314974	0.28521052	0.93930376	0.87763476	0.68447524	-0.17731261	-0.6956245	0.5367893	0.3137226	0.89071816
SYN-00126	0.767285	-0.9049628	-0.8947885	-0.08313796	-0.9024657	0.5189821	0.9247566	-0.75838864	-0.88127124	-0.48980886	0.55000126	0.06550031	0.9685482	-0.05431313	-0.85472727	-0.54973984	-0.5886047	0.05999995	0.8478193	-0.40482405	-0.94089913	-0.61279505	-0.7002969	-0.469412
SYN-00127																								
SYN-00128	0.826342	-0.58548313	-0.4498034	0.926848	0.87975013	0.76254857	0.9726299	-0.7719173	-0.75722706	0.9436466	0.8641137	0.89518464	0.9448627	-0.5987586	-0.07238104	0.943608	-0.034842454	0.345407	0.617529	-0.8842958	-0.6970422	0.91034776	-0.40598154	0.7984688
SYN-00129	0.7899691	0.8276508	-0.16566685	-0.5314742	0.67898065	0.943128	0.68272763	0.8477689	-0.83583516	0.0069422415	-0.15175642	0.988896	0.6481279	0.82647544	-0.7698306	0.08815977	-0.59986764	0.9873771	0.8289009	0.9249343	-0.68979317	-0.37895098	-0.20475428	0.99398565
SYN-00130	0.77047354	0.2614736	0.8252969	0.46442518	-0.026721658	0.68701667	0.37956065	-0.29468822	-0.2832255	0.37750068	-0.028064232	0.47128585	0.83281046	0.11992765	-0.13607743	-0.24499696	0.022849597	0.58230734	0.7939702	0.525988	-0.5701701	0.035809588	-0.49958247	0.8413689
SYN-00131																								
SYN-00132	0.8828121	0.748466	0.9446909	-0.17346324	-0.24669665	0.16781056	0.6035905	0.6793772	0.8409151	-0.013184032	-0.4563399	-0.08068966	0.6415628	0.9116275	0.92532957	0.24922214	0.08879507	0.25694215	0.83393633	0.8970624	0.9607085	0.6454056	-0.38484117	-0.5842626
SYN-00133	0.3886432	-0.9574727	-0.95519906	-0.9612558	0.57771635	-0.6537141	0.6329286	-0.8736683	-0.9710886	-0.97133803	-0.57892776	-0.20830068	0.56168735	-0.916378	-0.709753	-0.96513456	0.4091637	0.27774385	-0.14764224	-0.99192053	-0.7953145	-0.9855031	-0.54545057	-0.44641078
SYN-00134																								
SYN-00135	0.49115115	-0.6639688	-0.8649666	-0.3912763	-0.7150703	-0.8483027	0.13903937	0.050192166	-0.89167476	-0.5234393	-0.05051142	-0.25332153	-0.51548684	-0.21132001	-0.91513896	-0.7728134	-0.86434567	-0.641015	-0.26813835	-0.33547643	-0.40185696	-0.25171846	-0.9876455	-0.8225049
SYN-00136	0.8817244	0.32331216	0.4920398	-0.91867745	0.306331	0.8580925	0.9303056	-0.16201402	-0.13501105	-0.5710745	-0.16562746	0.7885129	0.76717395	0.60303944	0.81860536	-0.49956307	-0.6561431	0.9069523	0.6992495	0.4713567	0.3849153	-0.6979379	-0.43216962	0.84497124
SYN-00137	-0.5981953	-0.073448434	0.39362967	0.9637219	0.95698375	-0.106828235	-0.7715465	0.11981965	0.52101487	0.77385694	0.35240948	-0.042162202	-0.6900252	-0.4544766	0.27522266	0.8760522	0.90740937	0.52157587	-0.7663587	-0.83404994	0.29847234	0.730239	0.9191046	0.16996402
SYN-00138																								
SYN-00139	0.9931108	-0.92920893	0.21023504	-0.9084156	-0.29903746	-0.40472135	0.78175503	-0.80360764	0.120439224	-0.8316447	-0.119277574	0.087922096	0.86203355	-0.9802983	0.40693557	-0.74204004	-0.36774388	-0.32328355	0.96816593	-0.93158656	0.5751883	-0.33497015	0.2347827	0.16560996
SYN-00140	0.9772387	0.011120717	-0.9390363	0.73419935	-0.977157	0.42445004	0.94612753	0.11374834	-0.9539978	0.9677086	-0.9200171	0.76218	0.92491543	0.4023749	-0.6904022	0.93031675	-0.68563706	0.57097495	0.9778406	0.7007037	0.39901385	0.93606937	-0.6961693	0.17451033
SYN-00141																								
SYN-00142	-0.93927956	0.719157	-0.9255705	0.7827249	0.0822129	0.17663385	-0.6990691	0.89404297	-0.15237841	0.45137292	-0.19123115	-0.57407254	-0.8158396	0.5848853	-0.8886381	0.6156985	-0.27282956	0.6397671	-0.9563445	0.83699757	-0.8348518	0.6140481	-0.31567127	0.43947068
SYN-00143	-0.665059	-0.31742433	0.8757866	-0.15850559	-0.81312716	0.18617694	-0.22471662	-0.5626613	0.30476776	0.0688273	-0.8650743	-0.06573125	0.19093093	-0.13448723	0.4864786	0.24379496	-0.6860953	-0.5540581	-0.53013724	-0.7285093	0.8979754	-0.46978092	-0.2646766	-0.75575125
SYN-00144	0.7252946	0.13973957	-0.106763735	-0.03294585	-0.40150088	0.986821	0.23260693	0.42571595	0.21335004	-0.11671341	0.28042993	0.9436352	0.08603618	-0.11408126	0.04856987	-0.31351104	0.09431327	0.9804413	0.1271148	0.23049973	0.17465943	-0.43877324	0.6776045	0.99405366
SYN-00145	-0.32127944	-0.9983882	-0.98441625	-0.5498587	0.7628237	0.8963695	-0.5076462	-0.97945887	-0.2900879	-0.7267356	0.91135937	0.7904854	-0.28869495	-0.98725176	-0.22168083	-0.781651	0.701027	0.9758371	-0.5215847	-0.9961681	-0.7413239	0.2577218	0.7859862	0.8713121
SYN-00146	-0.48492765	0.37930208	-0.08916287	-0.88050807	-0.73155695	0.15262064	-0.74577135	0.5213457	0.19290315	-0.6816612	-0.0900403	0.8480469	-0.39717695	0.19896616	0.247289	-0.9081264	0.1906448	-0.16483837	0.15223576	-0.32703754	0.5755649	-0.9669914	0.41133472	0.25350007
SYN-00147	-0.77138346	-0.062161546	0.85329	-0.86075634	-0.329137	0.45699015	-0.3478336	0.2126164	0.8197519	-0.86725074	0.7767657	0.50603545	-0.5848627	0.81361616	0.9180312	-0.98523706	0.1721673	0.89273906	-0.83555996	0.030425722	0.8350898	-0.79670495	0.37428364	0.91037786
SYN-00148	0.17148298	-0.8364153	-0.42293432	0.3800725	0.87700444	0.95260316	0.9028375	-0.92426986	-0.71699333	0.09659438	0.89154464	0.837197	0.9174916	-0.53851813	-0.685245	-0.10168762	0.7356182	0.6806795	0.6445295	-0.8215204	0.19448408	0.19734241	0.9774809	0.79357064
SYN-00149																								
SYN-00150																								
SYN-00151																								
SYN-00152	0.46436718	-0.2030109	-0.84168375	-0.049532853	-0.5889679	-0.7585718	0.39781502	-0.9218346	-0.5550005	-0.54023474	0.59830576	-0.8217475	0.21858068	-0.5168039	-0.8421698	-0.20659457	-0.21084526	0.14173919	0.67325383	-0.6076453	-0.9271682	-0.5398294	-0.78606504	-0.9112671
SYN-00153	0.54751474	0.982508	-0.2686239	0.19317561	-0.41105086	0.8578007	0.11768937	0.9608162	-0.7152336	0.38918316	0.08784371	0.9180583	0.013526788	0.96009225	-0.37053567	0.553258	-0.13980633	0.8470122	-0.012592554	0.9637332	-0.57730514	0.021166392	-0.2816126	0.92004603
SYN-00154	-0.54526025	0.88251376	0.14597453	0.21954241	-0.8816061	0.00579287	-0.74116945	0.52003634	0.608312	0.65677524	-0.87097967	-0.14049888	-0.59273106	0.40361568	0.23745072	-0.10624418	-0.91073275	0.6362999	-0.87612134	0.31439263	0.3747938	0.87550044	-0.8347944	-0.3743849
SYN-00155	0.13031396	-0.8707227	-0.14182308	0.43244323	0.9111073	0.65647197	0.9353344	-0.90813714	-0.7793143	0.5722025	0.968418	0.81084865	0.7657234	-0.8992599	-0.54021907	-0.1521136	0.93448824	0.021261135	0.9292143	-0.97894096	-0.734612	0.3871168	0.9706239	0.9055418
SYN-00156	0.878327	0.07031829	0.2094997	-0.28266284	0.23944478	-0.07721574	0.91720456	-0.7857679	-0.016127536	-0.1703682	-0.26097056	0.4725985	0.88892347	-0.47464913	-0.6819917	-0.8674596	0.26596776	0.05532327	0.7709669	-0.18799993	0.34520784	-0.80394775	-0.50537807	0.477871
SYN-00157																								
SYN-00158	0.7054028	-0.37504262	-0.768964	-0.37218776	-0.4133871	0.53393596	0.57732695	-0.39611328	-0.8252352	0.7729497	0.13568825	0.7226283	0.52404517	-0.6054459	-0.78014344	0.4229603	0.2263652	0.9072689	0.35081154	-0.13924338	-0.53896344	0.80656123	0.0005266789	0.7419258
SYN-00159	-0.40326878	0.91430074	-0.56303537	0.8446935	0.83566755	-0.8997557	0.14047813	0.9775828	0.63761854	0.83801687	0.7193608	-0.824294	0.2907259	0.9347013	-0.7403308	0.8788113	0.7167974	-0.87348753	-0.48467594	0.8402387	-0.038311366	0.9213463	0.47057092	-0.9108326
SYN-00160	-0.22336586	0.97366226	0.019403582	-0.79479164	0.57544166	0.9127085	0.03951468	0.7332847	0.21885705	-0.46805906	0.1279196	0.9247551	-0.39099368	0.95336026	0.40683594	-0.15132329	-0.0036591592	0.83763593	-0.7314359	0.90751404	0.5048738	0.08801206	-0.026830642	0.9421655
SYN-00161	0.23561533	0.43344215	-0.96365684	0.9327564	-0.8287204	0.7867863	-0.11300043	-0.6049493	-0.9654933	0.9172701	-0.9681533	0.7925601	-0.19155662	-0.1942855	-0.9884429	0.8810292	-0.73058254	0.8009066	0.09029131	-0.66461796	-0.98325354	0.91134816	-0.7998288	0.3897448
SYN-00162	-0.9212682	-0.74545693	-0.41637874	0.67826986	0.17039797	0.17997697	-0.9882008	-0.7094073	-0.049845967	0.3754072	-0.5356442	0.5507719	-0.861275	-0.74224406	-0.5784617	0.231586	-0.4290056	0.28162876	-0.9046527	-0.4514413	-0.7614419	0.6148925	-0.07767879	0.45834517
SYN-00163	0.97688687	0.011909285	-0.56320775	0.29170987	-0.8461949	0.30496645	0.7418168	-0.1346979	-0.69482	0.378271	-0.65608627	0.8100381	0.94809216	0.021153124	-0.7532935	-0.62935984	-0.87895226	0.87521464	0.98979455	0.01641533	-0.50569487	-0.7725154	-0.35335588	0.7437946
SYN-00164	0.38032296	0.6104907	-0.8424554	-0.9744281	0.20128217	-0.14544731	0.5447732	0.047910344	-0.83733296	-0.9379242	-0.24158873	0.18432677	0.33219674	0.65724003	-0.7940789	-0.9832701	0.05242337	-0.036454856	0.755059	-0.43057886	-0.7808195	-0.98618406	0.5782691	-0.45287672
SYN-00165	-0.8720679	-0.6194811	-0.6430371	0.4602706	-0.92006314	-0.5288397	-0.62231773	-0.30001825	-0.5668642	-0.58583724	-0.9900973	-0.6961144	-0.5200672	-0.6169032	-0.42265186	0.24893978	-0.93261486	-0.63789225	-0.85832584	-0.4827341	-0.24874663	0.4400783	-0.9667303	-0.7290803
SYN-00166	0.89894515	-0.7711975	-0.559553	0.54383504	-0.2933638	0.87293404	-0.042726494	-0.9248106	-0.37313548	-0.22524197	-0.045398947	0.96088797	0.5601533	-0.99325895	0.4648036	-0.45224407	0.09584359	0.9555102	0.16608712	-0.9822498	-0.529401	0.54565054	0.7457763	0.9065184
SYN-00167	-0.09403283	-0.269517	-0.2210843	0.14138061	-0.28206012	-0.9097425	0.057133615	-0.8005621	-0.648349	0.23282714	-0.57398003	-0.97578794	0.27966926	0.0061313137	-0.2678791	-0.38272208	-0.75564903	-0.84543186	-0.48035213	-0.5003342	-0.49570805	-0.43630618	-0.8601623	-0.95661515
SYN-00168																								
SYN-00169	0.91350454	0.36480534	0.7699494	0.8016753	0.029410614	0.48138562	0.6370126	0.038174495	0.882343	0.5422208	-0.61588544	0.13438389	0.79638046	-0.19182108	0.64427906	0.23387536	-0.33286104	0.3939399	0.9613144	0.35055158	0.8064715	0.66010535	-0.6213109	0.7030344
SYN-00170	-0.67913	0.21011436	0.7120805	0.9849814	-0.8727391	0.8690974	-0.7736394	-0.437152	0.96122485	0.9874272	-0.77193254	0.96928644	-0.6360981	0.03071086	0.6875082	0.9643948	-0.6828876	0.77397734	-0.68545014	-0.08599294	0.606154	0.9913651	-0.5968262	0.9243962
SYN-00171	0.9164848	-0.718814	0.7350682	0.81404305	-0.49838272	0.81351787	0.93294084	-0.8893298	0.29584706	0.9506126	-0.5168959	0.11037774	0.8813937	-0.6697056	-0.114513844	0.6102647	-0.718357	0.34227994	0.6758833	-0.15543151	-0.3528766	0.7675539	-0.86423826	0.41000915
SYN-00172																								
SYN-00173	-0.6417336	-0.36159453	-0.04708915	0.64444405	-0.4333446	0.7217342	-0.65102106	-0.3393381	0.24509655	-0.042503778	-0.5042415	0.91177833	-0.70007616	-0.44440684	0.46724707	-0.17969209	-0.48840842	0.7562579	-0.1631808	-0.47055462	-0.51196176	-0.265452	-0.5985915	0.87808824
SYN-00174	0.072759435	-0.5987878	0.6908199	-0.8115946	-0.51664615	0.48162824	-0.26889133	-0.9584296	0.7003324	-0.61354643	-0.950777	0.068795085	-0.13155526	-0.2793212	0.95923954	-0.36887318	-0.06784216	0.578351	-0.14195183	-0.798592	0.9421603	-0.69678223	-0.5323483	0.5881264
SYN-00175																								
SYN-00176	0.33416855	-0.83654857	0.4475388	0.714073	0.109806135	-0.0337544	-0.15901673	-0.6794472	0.15642494	0.18667285	-0.115604006	-0.22314364	0.73912156	-0.9444782	0.06615224	-0.21075347	-0.24554905	-0.4183207	0.5241259	-0.06319038	-0.2834242	0.54843134	0.1856466	-0.6215553
SYN-00177	0.11647517	-0.3989463	-0.8225655	0.91764367	-0.7087503	-0.08967893	0.5276634	0.489902	-0.7962116	0.97464	-0.88959897	-0.7289513	-0.46861556	-0.3179706	-0.27097717	0.8351351	-0.84739965	0.20993455	-0.19162332	-0.50416625	-0.36006922	0.757713	-0.42571384	0.5617141
SYN-00178	0.0033928277	-0.9628136	0.7253642	0.90355617	-0.37624034	0.32887688	0.19451106	-0.92566335	-0.10681073	0.83898693	0.22368157	0.6625344	0.3663748	-0.970228	0.59773564	0.7199895	-0.028095182	0.009119755	0.82946897	-0.98421085	0.13795415	0.9348472	0.14614072	0.37550014
SYN-00179	0.07669482	-0.19903167	0.617102	-0.49424687	-0.19309352	-0.8757366	-0.70526004	-0.75447273	0.6400307	0.11523717	0.7110139	-0.82185847	-0.40613255	0.20429288	0.60917175	-0.40922755	0.16948351	-0.95466626	0.53507835	0.2175543	0.43741354	-0.20121615	0.6567365	-0.97039133
SYN-00180																								
SYN-00181	0.9878799	0.06324466	-0.8767922	-0.8823831	-0.6404434	-0.35185638	0.93958217	0.2596496	-0.9678921	-0.9453572	0.63072056	0.1897694	0.96362764	0.54121274	-0.64460456	-0.9676077	0.1415365	-0.48433512	0.9652091	0.23164897	-0.4040596	-0.9839914	-0.03236669	-0.05372062
SYN-00182	0.7760653	0.5981333	0.8477028	-0.44685912	-0.89545846	-0.1842185	0.80651575	0.65577763	0.39973173	-0.81264114	-0.8887067	-0.31851867	0.94448304	0.4935576	0.61828566	-0.6987473	-0.7378341	-0.7992337	0.92500097	0.63343614	0.75362664	0.041363053	-0.5425887	-0.31122404
SYN-00183	-0.81134754	-0.04077462	-0.446627	0.6294766	-0.08019989	-0.84252805	-0.29494527	-0.21756642	-0.5369654	0.17751352	0.18986756	-0.84150654	-0.81031376	0.20054945	-0.86786747	0.7790572	-0.68164074	-0.97601235	-0.6184354	0.59670085	-0.20701906	0.7772998	-0.3751332	-0.9691228
SYN-00184	0.6003634	0.98199856	0.91700125	-0.9637247	-0.9594732	0.9265469	0.6041509	0.9931299	0.4543379	-0.9337176	-0.5874162	0.9444093	0.9678668	0.9966763	-0.60527426	-0.96953875	-0.81186897	0.8354874	0.7348349	0.9961428	0.79487795	-0.9042486	-0.8168085	0.7151494
SYN-00185	-0.3738303	-0.296586	-0.42959407	0.8301791	0.72036743	-0.5587538	-0.045736056	-0.34397238	0.44730127	0.7567154	0.47889656	-0.8574634	-0.38280812	-0.009405833	-0.2415661	0.7704271	0.18574142	-0.05849913	0.35878667	-0.7719341	-0.21666324	0.91993475	-0.18796149	-0.8663881
SYN-00186	-0.5302982	0.26618224	-0.30501026	0.872587	-0.3482658	-0.80020577	-0.7097666	-0.712513	0.1665564	0.8325293	-0.4835992	0.10538106	-0.4357594	-0.24522193	-0.7762939	0.91453797	-0.7102551	-0.64805967	-0.25575033	-0.57186234	-0.3507692	0.8575539	-0.8658548	-0.5932727
SYN-00187	0.95052266	0.7509995	0.9715501	0.041902177	0.5160944	-0.18007465	0.90464234	0.94516426	0.94581085	0.68156904	0.9445164	-0.6084351	0.9881452	0.8877247	0.9657277	0.18908517	0.37773526	-0.8039908	0.66252965	0.8406505	0.8979512	0.35152185	0.5189152	-0.43238622
SYN-00188	-0.74090004	-0.63283163	-0.079146564	0.11562933	0.45655128	-0.63811094	0.101214945	-0.7912994	0.56673807	0.3847445	-0.043561634	-0.22828743	-0.062304944	-0.9701593	0.18732306	0.4749648	0.47565943	0.26537788	-0.5008847	-0.8645198	-0.09019326	0.7629193	0.86381537	-0.30169356
SYN-00189	0.44162327	0.5099775	-0.76717705	-0.3972101	0.977231	0.24217282	0.06947782	0.57350504	-0.2669001	-0.47391218	0.5870264	0.48263755	0.52872247	0.53083026	-0.85205585	-0.6554247	0.74289906	-0.15464081	-0.022555487	0.9459619	-0.34899315	0.1499723	0.84497225	0.3167618
SYN-00190	0.81010866	0.24403366	0.73780537	-0.43127725	-0.9381829	-0.9439569	0.44175953	0.5548636	0.46421355	-0.89260876	-0.9475099	-0.9293095	0.91260123	0.6524486	0.37665716	-0.7298181	-0.9457575	-0.88401675	0.66261756	0.560128	0.8138389	0.57486254	-0.67227256	-0.8376751
SYN-00191	0.15760358	0.027027015	0.79288834	0.76129544	0.9928906	-0.5467257	0.6851605	0.73333645	0.9390606	0.43243837	0.9816559	-0.29356325	-0.066494144	-0.2507477	0.9369331	0.6247633	0.9203052	-0.7172427	0.28051078	-0.18354823	0.91307455	0.13905583	0.9384444	-0.28591257
